2,43,2364,792,1359,722
2,41,1471,469,1062,413
1,29,2468,864,1335,773
2,27,1632,492,1171,429
2,45,1786,526,1475,460
3,50,629,188,742,196
2,52,1339,391,1086,363
2,36,1678,606,1645,543
2,43,2344,647,1710,644
2,52,996,228,731,228
2,52,1591,373,1118,347
2,52,1586,398,1006,335
3,47,2046,588,1213,554
2,52,1192,289,772,257
3,52,1803,420,1321,401
3,49,2838,749,1487,677
2,52,783,184,488,186
2,51,1590,414,949,392
2,50,1746,480,1149,415
2,52,1252,299,844,280
2,43,5963,1344,4367,1231
3,52,1783,395,1659,412
2,30,999,264,1011,263
2,39,1469,431,1464,389
2,47,1372,395,1237,303
3,52,674,180,647,168
2,43,1626,376,1284,357
2,51,175,43,228,55
2,39,461,129,381,123
4,52,902,237,846,227
2,20,2373,779,1659,676
2,52,391,128,520,138
3,52,1137,301,866,259
3,52,769,206,612,183
3,52,472,146,415,126
3,52,862,215,994,213
1,50,1920,530,1525,477
2,43,1420,472,1506,438
1,52,986,258,1008,255
2,44,2340,825,2813,751
2,48,1696,396,1481,343
2,49,1175,217,859,219
2,37,2343,574,1608,523
2,30,610,145,425,140
1,40,930,199,564,184
4,44,1487,314,961,272
4,52,3424,690,2273,685
3,52,762,190,600,195
3,46,2366,575,1647,527
3,49,1826,450,1201,424
3,38,3049,711,2167,659
3,29,1640,376,939,340
3,47,1543,307,859,292
3,34,2364,557,1517,516
3,35,1745,409,1143,386
3,39,2003,500,1109,464
3,39,2018,447,1221,446
5,43,3045,499,1115,455
5,52,1547,293,706,268
3,52,3519,711,1883,706
5,41,2070,354,804,340
4,48,1321,263,506,252
5,48,1694,259,610,238
4,46,1938,341,768,332
3,50,968,195,462,184
4,40,1060,256,667,235
4,46,2041,405,1059,399
4,52,1813,271,637,277
5,45,2718,451,1106,454
3,28,3144,761,1737,669
2,35,1802,459,1009,390
3,49,882,195,737,210
3,44,1621,452,1354,491
2,45,2115,533,1530,474
3,45,2021,528,1410,480
3,46,2239,508,1390,569
2,52,1477,300,1065,269
3,52,1056,224,792,245
3,49,898,244,779,245
2,44,2968,710,2269,610
2,43,1702,460,1227,407
3,47,881,248,753,241
3,40,494,114,547,135
2,50,1776,473,1807,440
2,44,1678,514,1700,495
2,51,1637,463,1543,393
2,52,1420,314,1085,300
4,52,591,173,353,137
3,52,745,153,473,149
2,49,2272,498,1621,483
2,46,1234,375,1183,354
2,43,1017,328,836,277
2,42,932,254,900,263
2,39,2689,597,1888,537
2,41,1547,415,1024,341
4,52,2300,443,1225,423
3,39,1752,399,1071,376
3,50,1867,403,1128,378
3,43,2430,502,1537,484
2,44,1729,414,1240,393
3,52,1026,180,469,168
3,52,2170,428,1086,425
4,52,2329,445,1144,417
4,52,2492,415,1109,375
3,52,2198,397,984,369
4,33,142,31,575,47
5,49,1183,205,496,209
4,52,1070,193,555,190
5,45,1766,332,869,327
5,39,617,95,236,106
7,41,1411,233,626,214
4,46,2109,387,922,329
3,47,1229,243,582,256
3,50,954,217,546,201
5,37,1643,262,620,266
6,34,1355,195,442,195
7,23,2317,336,955,328
7,24,2459,317,916,324
6,22,12842,2048,4985,1967
4,42,1524,260,651,267
3,30,3326,746,1704,703
3,43,1985,440,1085,407
3,50,1642,322,713,284
4,49,893,177,468,181
4,52,653,128,296,121
4,47,1256,217,570,218
5,48,977,194,446,180
4,45,2324,397,968,384
3,39,1583,349,857,316
3,39,1612,342,912,322
2,31,2424,533,1360,452
2,41,1594,367,1074,355
2,47,2118,413,965,382
2,37,1575,358,933,320
2,38,1764,397,987,354
2,50,1187,261,907,246
4,52,754,175,447,165
2,49,2308,452,1299,451
2,27,909,236,396,157
3,42,1180,257,877,268
2,43,2018,408,1111,367
2,49,1368,282,790,269
2,52,2744,547,1479,554
3,51,2107,471,1173,438
2,52,1748,362,1029,366
2,52,2024,391,1030,350
2,47,1116,259,826,279
2,41,2036,510,1412,454
3,45,1852,393,1132,349
1,41,921,207,522,159
2,45,995,238,630,237
2,36,606,132,531,133
1,37,2680,736,1925,667
1,38,1493,370,1144,351
1,19,2207,565,1481,520
1,28,856,189,435,162
2,26,1293,297,984,303
1,36,847,212,567,159
2,42,541,154,380,123
2,44,1066,253,825,244
3,43,707,147,417,155
1,45,1528,291,801,287
3,42,909,215,646,198
3,43,1391,293,855,285
2,44,548,119,435,136
2,42,4074,874,2736,780
2,41,1613,445,1481,414
2,47,463,134,327,137
2,43,818,193,494,179
2,43,1473,371,1231,341
2,35,504,126,323,109
3,46,1026,226,749,225
2,46,769,183,693,178
2,46,2103,391,1339,354
4,45,330,76,282,80
1,46,941,218,621,195
2,38,992,279,732,259
2,45,990,261,901,260
2,36,1126,263,482,150
2,43,1036,233,652,213
2,36,1047,214,651,166
3,33,1280,307,999,286
2,43,1587,320,907,306
3,41,1257,271,828,230
2,44,1218,248,763,254
1,48,1751,390,935,349
3,45,2299,514,1437,484
2,38,2457,624,1516,482
3,47,998,211,597,185
2,40,1685,343,949,342
5,46,1827,307,881,302
2,36,2781,574,1438,519
6,39,1823,286,763,270
5,27,2229,365,1297,355
6,34,1513,231,545,211
5,26,3266,491,1222,533
7,33,1809,261,808,219
8,28,794,111,329,109
4,36,690,105,299,109
7,33,1334,200,579,202
5,30,414,54,137,50
5,36,768,93,229,93
5,41,4400,666,1476,648
3,46,954,161,429,154
4,40,1445,256,849,255
3,44,1938,399,946,331
3,41,856,178,571,191
3,24,1790,454,1137,386
3,44,617,131,378,135
4,43,1383,275,853,272
3,49,1325,277,764,282
2,40,1227,294,928,261
4,35,667,140,406,133
2,34,1223,281,824,280
2,37,1379,287,835,259
4,43,1534,300,826,295
3,46,1029,181,567,211
4,52,771,147,355,144
3,47,824,223,533,166
2,44,1097,239,609,215
3,49,1283,238,576,236
5,52,1604,263,594,286
3,52,2248,422,870,377
4,38,2263,522,1027,509
3,52,1571,349,693,326
3,46,1520,402,815,375
5,15,5083,1212,2420,1146
3,36,1077,293,518,276
4,52,1248,283,620,275
5,42,1342,291,551,266
2,37,3061,930,2556,924
3,52,3171,698,1498,696
4,50,1211,261,523,227
5,52,979,175,374,153
5,52,2269,380,1004,371
4,52,1844,332,769,334
5,52,2178,421,940,423
6,42,1650,274,645,256
8,52,1927,279,705,288
8,52,2079,273,684,275
6,52,1803,240,572,236
7,52,2041,270,671,253
9,52,3046,373,975,365
7,52,2318,328,779,312
10,52,2003,250,658,244
5,52,2261,328,819,335
6,52,1225,169,412,168
5,52,2315,408,835,369
5,52,2070,329,722,306
4,52,2616,473,1085,487
7,52,2640,366,973,355
5,52,1978,293,723,272
8,37,2220,335,903,362
6,41,1125,195,356,181
6,52,3078,494,1005,462
7,52,3706,531,1205,504
8,37,3000,457,987,450
7,42,2863,460,1031,448
6,52,2551,417,894,404
6,52,2255,410,823,377
4,52,3360,648,1232,621
4,52,1693,391,669,367
3,44,2252,592,989,550
4,52,2495,491,1058,464
4,52,1193,200,506,207
4,52,1172,215,489,218
4,52,2159,424,824,388
3,48,2365,490,1034,475
3,46,1895,442,920,425
4,52,1650,395,841,380
1,45,453,146,749,137
2,52,409,97,208,98
2,10,503,118,228,100
3,50,499,127,287,128
3,52,477,119,218,106
3,46,1647,376,854,355
2,52,3123,749,1695,684
3,52,957,188,403,172
4,52,589,132,288,131
2,49,2026,548,963,521
3,50,1829,536,1129,516
4,52,895,198,386,204
3,52,1909,416,811,406
3,46,3022,696,1293,675
3,46,1777,446,805,431
2,52,2803,930,1372,876
2,30,1465,439,862,425
3,37,2619,682,1152,616
4,52,1149,255,483,249
3,52,2363,604,1558,573
2,52,2604,837,1798,769
5,41,685,141,266,123
3,42,1756,465,2184,422
1,52,1204,460,2016,477
1,52,609,236,1349,250
1,52,1087,371,3337,350
1,52,2773,998,1721,949
2,35,3218,1108,1675,1000
3,49,1350,368,707,350
3,52,3084,698,1424,694
4,52,938,195,393,189
4,52,1813,353,828,339
2,52,1233,300,571,292
3,44,2539,755,1382,713
3,46,1267,324,792,321
2,52,1665,404,815,372
3,52,1659,367,788,346
3,52,2225,460,1145,430
2,50,2485,607,1354,563
2,52,2031,450,958,445
2,49,2932,668,1361,608
2,52,2246,472,1005,449
3,49,2052,435,924,414
3,52,1999,417,780,358
3,52,3007,691,1582,636
2,41,2214,550,1213,568
3,52,1088,305,486,267
3,52,834,186,494,175
3,52,1769,372,849,365
2,52,2307,583,1127,548
2,35,5161,1744,3276,1742
3,52,3497,832,1493,794
3,52,3774,744,1461,679
3,52,2888,604,1253,538
3,48,2153,517,1656,459
7,52,1389,191,514,202
5,52,1709,318,719,295
2,52,1587,444,878,449
8,52,1668,225,517,214
9,52,3726,474,1366,496
5,52,4048,663,1316,590
3,52,3618,768,1508,755
3,52,4076,920,1800,815
2,47,2077,400,719,326
2,50,1279,300,675,255
2,52,1974,426,875,363
2,52,335,83,152,77
1,47,1375,307,843,319
3,52,610,145,281,132
2,44,1025,198,506,204
2,48,2063,484,1054,466
2,35,1872,419,1017,414
3,52,3108,813,1623,765
4,14,7355,2408,3100,2051
8,52,2990,379,947,361
12,39,2492,310,808,315
13,42,2991,335,1018,335
12,52,3242,366,1001,352
8,52,3051,381,1005,369
12,52,3494,396,1192,383
6,52,1757,246,585,227
8,52,2449,312,916,316
9,52,1611,203,556,179
6,52,3665,517,1470,520
6,52,2474,403,1104,398
5,52,3037,516,1242,518
5,52,2269,323,805,321
5,52,1316,177,378,162
3,52,1153,235,481,223
3,52,772,179,409,160
4,52,1711,386,885,373
3,52,2650,566,1468,567
3,52,1038,220,482,215
3,52,1527,320,825,264
4,52,859,157,429,158
3,52,970,217,528,208
3,52,1045,239,496,216
3,52,1408,280,718,265
4,52,1222,264,630,265
4,45,1169,263,723,286
5,13,2020,535,959,486
3,30,4145,869,3668,855
3,42,2038,368,2037,355
3,29,5154,1394,3741,1273
2,42,1241,309,821,300
3,52,1468,363,870,347
4,27,3997,1073,1901,966
5,18,2873,763,1243,663
3,50,1487,306,730,327
3,52,1670,350,793,299
6,52,2252,388,1033,434
4,52,1731,377,872,363
3,52,1710,481,849,457
3,52,2388,559,1121,518
3,52,2156,458,872,445
5,52,1565,315,637,297
4,52,1704,371,663,340
3,52,1210,168,411,172
3,52,2097,444,915,413
3,52,1848,479,921,477
2,43,955,284,585,266
3,43,4329,1110,2086,1053
5,52,3011,542,1303,535
4,52,1049,185,374,176
3,52,2504,516,979,472
3,52,1846,471,827,446
6,52,1705,246,658,253
4,50,1542,289,654,268
5,45,891,155,384,146
5,27,4051,753,1499,797
3,52,2646,581,1128,522
4,49,2428,525,1110,492
5,52,2567,436,1119,415
5,21,7031,1249,2930,1235
4,25,1914,365,897,390
8,5,18634,2885,7427,2718
3,31,5785,1379,2973,1312
4,52,2876,648,1340,632
4,28,6909,1554,2974,1484
5,23,5679,1270,2690,1151
3,20,1156,365,583,326
7,12,14316,2045,5781,2007
7,5,3596,467,1738,512
5,36,3541,570,1478,529
5,40,1808,302,746,270
5,36,2879,480,1235,455
5,26,3204,477,1411,484
6,31,3866,531,1368,521
6,32,2476,368,1048,367
5,35,2211,350,1004,365
5,35,2663,387,1086,367
6,30,2599,366,922,350
5,36,4569,824,1950,819
4,25,2973,622,1413,595
4,30,3115,625,1444,568
5,31,1843,282,749,269
4,31,2053,336,867,329
5,27,6740,1073,2723,1035
6,30,1751,269,731,263
5,38,1663,295,781,301
5,38,3716,657,1784,652
5,32,2718,447,1156,410
4,39,1420,272,645,277
5,37,1893,310,821,315
4,33,3906,790,1912,770
3,32,3400,736,1487,694
3,25,3402,758,1645,710
3,33,4413,1107,2239,1051
3,29,2304,618,1021,552
3,36,2350,499,1105,467
3,31,5914,1309,2999,1295
3,43,1575,324,740,284
3,42,1414,274,629,244
2,37,848,202,314,205
4,15,3051,685,1479,668
5,20,4296,817,1732,800
4,52,2898,557,1338,550
4,52,1071,201,440,192
5,51,2619,403,922,393
2,49,1494,316,611,288
4,52,2260,416,994,412
4,52,1394,223,545,230
5,52,1028,129,317,143
3,45,3758,819,1573,736
3,46,2163,470,925,435
3,49,1699,408,768,385
4,52,1555,289,620,292
3,52,1114,206,425,207
4,45,1498,313,1003,305
3,45,726,147,519,135
3,38,890,200,481,198
4,36,2639,533,1209,519
3,35,2562,554,1398,525
6,36,361,69,158,58
3,42,3008,659,1817,664
4,46,1369,284,766,289
4,5,1692,398,814,328
3,38,1007,245,618,239
4,43,3783,814,2139,789
5,37,1507,242,632,253
3,36,666,132,366,134
3,10,2229,601,877,485
2,28,2215,587,830,573
3,31,1616,372,739,379
3,47,1190,251,540,266
3,29,4169,1047,2024,962
5,52,2024,320,823,334
3,38,1723,394,711,353
4,43,2264,390,931,368
7,33,1996,268,686,270
8,26,2862,394,1030,397
4,35,2183,383,976,392
4,35,1037,207,552,210
7,25,1134,153,340,171
4,39,786,132,288,132
3,45,1397,253,555,248
4,45,2315,451,1006,444
3,44,1613,339,776,346
4,44,1421,298,609,270
3,18,5778,1526,2441,1352
3,27,3094,866,1364,789
4,18,3905,1007,2197,1044
3,43,3046,557,1333,544
4,19,3516,710,1810,703
4,36,998,178,531,183
4,36,1464,244,672,261
5,17,1463,292,695,330
3,21,4124,1054,2162,998
3,17,2380,769,1216,643
4,36,1266,228,606,239
5,36,2239,391,1203,379
4,38,1571,317,874,301
4,38,1246,221,637,222
4,36,1501,287,703,276
3,36,1468,252,733,229
4,36,1118,219,625,228
3,36,1097,208,568,225
4,36,1719,303,836,311
4,24,1755,365,952,362
2,16,1687,348,568,352
5,24,2262,391,1125,366
5,5,2087,407,840,401
4,36,1480,278,796,283
4,36,1545,273,863,267
4,35,2632,447,1349,486
4,30,2261,443,929,383
5,39,1670,308,957,335
3,37,2141,535,1093,555
4,27,3337,613,1489,607
3,31,3184,716,1561,628
3,44,2341,500,1256,485
3,30,1197,269,695,279
3,34,1131,278,560,237
3,38,1164,284,632,289
3,41,3495,787,1849,750
3,17,2488,617,1287,538
4,35,2681,508,1580,536
3,19,2495,635,1571,579
2,23,1689,461,828,443
2,29,1298,306,835,338
2,19,2693,789,1765,724
4,41,746,145,387,161
3,37,2444,651,1562,618
3,42,1472,310,768,309
2,10,2227,560,1140,472
7,20,200,25,83,31
6,32,1283,194,485,171
4,6,2445,590,1189,573
5,21,1307,236,586,249
3,5,3785,936,2240,792
5,10,2031,357,867,352
6,10,8299,1326,3827,1288
5,23,7518,1279,3827,1294
3,36,1815,426,1280,431
3,30,5367,1207,2667,1047
2,26,1167,370,253,137
3,26,2607,682,1401,607
1,29,493,168,233,152
2,48,1252,305,673,308
4,41,1382,353,704,314
3,43,500,110,273,120
2,29,2333,538,1120,540
3,41,1834,463,1105,467
3,43,1415,348,569,293
3,37,1352,342,691,324
3,37,2116,503,1109,448
3,37,1976,481,1197,465
3,38,1779,413,1061,400
3,34,3659,897,2479,903
3,31,1892,428,1162,389
3,35,1958,484,1146,448
4,40,1553,253,724,267
4,37,2412,394,975,375
4,36,2110,389,952,370
3,45,2179,401,1159,399
4,45,2457,445,1129,422
4,44,2147,399,1175,401
4,43,1676,340,924,328
4,35,2976,518,1424,538
4,34,3036,533,1366,500
6,35,2472,398,1171,390
4,36,1487,249,641,243
3,38,2012,347,880,332
5,37,3342,569,1635,557
5,37,3156,534,1495,543
4,40,1748,318,914,317
4,33,3429,681,1798,694
3,42,3592,703,1625,665
3,38,1035,247,599,224
3,32,3028,811,2037,703
3,33,2431,655,1854,603
3,39,2069,500,1408,478
3,40,1340,313,766,271
2,39,1160,259,725,274
6,32,2015,318,1019,340
4,22,3882,816,1830,743
3,27,3239,671,1469,616
3,28,2932,739,1198,624
4,38,2104,409,1039,394
6,29,1694,251,690,242
7,18,3000,419,1155,415
6,23,2419,348,1066,384
3,28,2280,610,1255,587
4,21,5031,1168,2461,1042
3,33,1547,372,1063,356
3,31,3300,790,2181,740
3,17,5018,1439,3069,1299
4,35,1813,393,1093,374
2,37,1997,436,1349,437
4,37,901,191,599,206
4,35,686,142,480,149
3,33,1954,464,1293,448
3,27,2630,722,1414,634
4,35,1130,192,543,184
5,35,1184,200,572,194
5,34,656,115,342,112
3,29,2544,643,2332,603
4,36,1305,225,768,234
4,36,1755,316,913,299
3,35,2843,652,1726,643
5,25,2538,494,1185,501
5,28,1784,311,735,278
4,31,1797,327,796,319
5,36,410,76,252,82
2,26,162,27,86,25
4,18,9963,2031,5613,1946
5,35,2361,458,1727,467
4,19,862,167,407,183
3,18,4335,808,2041,734
5,31,1487,280,854,301
4,8,3592,849,1907,746
4,40,432,102,264,77
4,34,1457,242,735,249
4,32,1578,284,836,292
4,29,2172,435,1377,408
4,36,1340,245,789,248
6,36,1116,199,662,226
4,36,1885,307,853,271
5,36,1180,212,664,200
3,30,5267,1253,4065,1113
3,23,1897,440,1109,418
4,31,767,171,548,185
4,33,691,127,431,149
4,36,786,133,463,160
3,22,5861,1516,5436,1463
2,27,2784,723,2028,693
5,25,4524,860,2426,862
4,37,1468,304,1038,282
4,20,1655,450,857,430
4,33,1227,286,848,291
4,33,1160,252,729,220
3,33,952,172,369,159
5,35,2072,352,1001,350
4,32,2964,547,1472,527
6,35,1032,173,453,176
4,35,657,118,328,134
3,32,1540,324,793,302
4,35,1298,236,632,204
4,36,1409,271,1002,281
4,37,1383,259,808,241
4,36,1151,216,727,215
4,35,899,179,455,185
4,37,1793,364,1534,346
3,17,2485,518,1139,550
4,35,1931,376,1175,337
5,24,2329,465,1401,453
4,12,6711,1374,3388,1289
3,23,1939,356,841,364
3,16,1642,346,705,351
4,34,1619,293,1148,310
4,35,517,108,391,107
5,36,1570,274,992,249
5,35,1213,221,790,243
6,27,1826,309,1016,313
4,26,2261,443,1039,395
5,9,3666,711,2341,703
4,36,1633,345,1382,338
3,31,2155,522,1858,437
4,32,1295,280,1156,300
3,32,1295,295,1097,328
5,33,1518,302,831,268
4,17,3314,638,1873,602
5,22,3009,497,1640,514
5,6,2605,474,1568,433
6,17,5159,832,3174,817
5,18,1726,276,1186,310
4,16,1816,365,1367,355
5,13,2578,551,1680,528
6,15,2576,418,1657,410
7,16,1644,251,1033,267
6,16,1606,240,1117,268
6,16,3349,544,2003,488
5,15,3475,686,2568,653
5,16,1893,338,1461,344
5,14,1727,302,1116,273
4,15,6243,1273,3163,1274
5,24,2077,383,1488,389
4,18,1165,333,855,319
5,16,4371,889,2530,817
3,2,838,295,240,149
3,15,3052,760,2097,728
6,17,4313,717,2629,721
3,36,385,94,295,92
4,10,3046,678,2056,628
5,21,4342,783,2172,789
6,15,3575,597,1777,559
4,20,4126,1031,2079,975
6,31,2878,478,1276,485
6,6,4405,717,2071,688
6,14,16199,2993,8117,2847
6,14,14917,2708,8012,2606
5,12,5719,1064,3436,1057
7,8,8647,1407,5019,1379
6,15,8112,1376,4576,1348
6,7,10648,1818,6075,1797
4,5,1150,311,648,245
6,3,14014,2861,7205,2753
4,23,4332,857,2461,829
6,35,1716,312,914,316
5,31,4981,964,2841,924
5,24,8444,1492,4446,1491
4,6,3028,778,1531,736
3,26,2068,532,1434,495
5,33,1325,274,909,267
4,24,2563,485,1174,501
5,18,5505,1005,2641,971
4,20,6462,1294,3288,1235
4,4,3746,993,1606,838
5,13,8918,1823,4518,1772
5,31,1949,344,986,322
3,17,4924,1247,3080,1182
3,17,5133,1375,3386,1339
3,16,6647,2098,4649,1903
8,15,5674,748,2412,714
7,21,10687,1540,4552,1520
7,25,1354,192,596,220
6,27,3715,526,1631,538
6,33,2095,342,941,304
5,29,3517,645,1724,585
7,31,2537,382,1067,410
4,14,5106,1207,2738,1108
4,23,2215,475,1278,492
5,28,2949,529,1538,545
3,18,2375,652,1252,586
5,28,2312,496,1344,467
5,35,2277,420,1353,413
5,26,2506,387,1273,406
5,28,2829,566,1610,540
4,26,3179,703,2142,639
5,26,2332,371,1285,404
4,18,3584,715,1673,661
5,28,3046,507,1772,516
5,28,2414,415,1106,453
5,29,4133,744,2023,749
5,34,2791,495,1276,468
4,27,6103,1249,3026,1134
5,32,2572,406,1128,395
6,26,1910,371,852,357
6,27,1890,303,889,314
5,25,5405,939,2831,923
5,26,3761,623,1776,613
5,25,3333,511,1671,504
5,23,4925,948,2530,894
5,33,3994,764,2721,763
4,22,5811,1125,3215,1086
5,26,4211,741,2352,734
5,27,5532,973,2855,960
8,7,28258,3864,12203,3701
10,9,4909,577,1981,591
5,10,7441,1588,3571,1466
5,23,4314,676,1972,623
6,26,2016,322,1105,357
7,13,5377,744,2759,760
7,22,9167,1373,4319,1404
5,26,3087,532,1597,483
4,23,3170,532,1446,515
5,26,2145,369,1285,377
5,25,4209,731,2568,703
5,23,4247,835,2357,823
4,25,4458,922,2998,890
3,17,407,97,307,100
5,20,6483,1068,3526,1060
5,35,1867,343,1213,338
4,6,2918,672,1911,639
4,34,2316,478,1524,467
4,31,1240,264,719,236
5,16,4458,856,3038,870
3,18,1746,437,1268,404
6,19,4572,712,2346,709
6,21,4280,673,2216,681
5,7,6352,1390,3223,1316
5,4,7477,1576,2937,1506
5,22,4638,716,2302,687
6,25,4377,668,2038,671
4,26,3816,637,1935,642
5,26,2806,459,1453,444
4,26,4822,845,2288,805
5,15,6473,1027,2484,970
7,6,8072,1050,3386,1062
5,46,1280,209,512,208
8,24,3166,424,1081,400
7,13,3742,555,1590,559
6,18,7397,1137,3126,1115
7,23,1655,223,706,219
4,3,2456,582,793,456
6,23,2179,308,926,299
6,20,1804,254,831,260
6,18,3631,547,1700,520
6,18,2876,423,1395,427
6,12,7490,1207,3329,1136
7,23,2234,270,854,286
6,22,1898,239,734,245
7,16,4070,624,1543,577
6,25,2244,301,937,324
6,20,2948,471,1181,474
7,19,2034,288,852,295
7,15,2130,273,876,285
7,7,9540,1294,3926,1229
3,29,2702,680,1360,642
2,39,522,116,161,102
5,52,775,134,315,123
2,3,1565,464,769,461
11,20,1309,184,514,172
7,13,5519,833,2444,825
6,10,4337,800,1813,743
5,28,1812,294,853,278
7,4,4719,741,1895,742
6,14,4236,701,1833,663
4,22,3634,664,1699,640
6,27,1569,242,583,214
6,13,13182,2074,4847,1950
10,43,228,40,83,42
4,47,127,23,51,21
7,13,9621,1344,4389,1391
4,4,6159,1510,2649,1241
7,16,4290,554,1952,576
6,26,1786,306,771,279
4,32,404,74,144,58
6,17,1671,352,729,252
4,12,5608,1049,2595,1067
5,11,12070,2220,5826,2125
9,25,494,81,254,85
5,22,5533,943,2474,910
5,17,3956,639,2222,662
5,12,1906,351,802,319
3,29,3433,711,1919,709
4,36,1687,372,950,372
3,34,2358,498,1157,461
4,35,2853,588,1761,572
5,25,6296,1082,3200,1047
6,9,3980,736,1705,679
4,26,2647,536,1422,522
5,35,1755,299,702,263
4,35,1864,357,1189,349
3,32,1078,207,555,197
5,17,20354,3493,8768,3293
3,17,3112,872,1392,680
3,44,495,112,277,109
4,52,2157,418,929,419
5,41,1501,299,629,288
6,20,8068,1217,3489,1259
6,6,3023,518,1225,468
5,26,2211,344,1024,321
6,26,2163,339,947,346
5,28,1773,278,804,269
4,25,1947,418,900,354
6,22,14701,2210,6693,2232
2,17,1364,282,338,152
2,15,2061,465,573,196
3,16,3045,543,202,102
3,14,3545,702,946,411
3,13,2944,558,1091,466
3,16,1443,249,435,181
3,17,2277,474,767,356
2,18,1564,357,618,277
3,15,4403,891,1103,433
2,34,1133,254,495,187
3,23,1001,195,369,157
3,10,1783,337,638,262
4,17,1521,309,607,240
3,25,1374,297,657,288
4,40,1391,246,546,214
4,13,1473,265,597,228
3,15,1248,234,529,216
